"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-01",100.5188,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.3531,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.2206,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-04",99.99792,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-05",99.79345,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.60916,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.38853,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.11107,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.90097,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.83392,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.85584,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.96201,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.13033,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.01341,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-03",98.59953,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-04",98.15019,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-05",98.38994,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.25248,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-07",99.99953,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-08",100.4872,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-09",100.7777,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-10",101.0547,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-11",101.1988,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2020-12",101.3839,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-01",101.5307,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-02",101.7928,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-03",102.0076,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-04",101.9038,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-05",101.7614,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-06",101.6189,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-07",101.5272,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-08",101.5585,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-09",101.6507,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-10",101.6663,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-11",101.5687,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2021-12",101.34,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-01",101.145,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-02",101.0227,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-03",100.8346,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.6109,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.4029,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-06",100.1251,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-07",99.92074,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-08",99.74425,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.52118,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.32458,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.17223,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.06644,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.98949,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2023-02",98.94217,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2023-03",98.90869,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.90401,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2023-05",98.88407,
"USA","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.84009,
